UCMP #,L -SPEC,STRAT (cm),PS,DSP,PT,CT,CSTRAT,ISTRAT,YEAR,INT,REGURG
,3060,672.1,1,1,4,1,643.55,143.7,4794.901,5000,
,3061,247.8,1,        .   ,        .   ,        .   ,238.85,548.4,17900.262,18000,
,3062,671,        .   ,        .   ,        .   ,        .   ,642.45,144.8,4830.522,5000,
,3063,710.9,1,        .   ,        .   ,        .   ,681.95,105.3,3551.398,3750,
,3064,158.8,        .   ,        .   ,        .   ,        .   ,157.35,629.9,20539.468,20750,
,3065,245.2,1,1,6,3,236.25,551,17984.457,18000,
,3066,159.7,1,1,5,        .   ,158.25,629,20510.324,20750,
,3067,248.2,        .   ,0,5,2,239.25,548,17887.309,18000,3
,3068,711.2,0,        .   ,        .   ,        .   ,682.25,105,3541.683,3750,
,3069,760.5,        .   ,2,5,1,730.3,56.95,1985.685,2000,
,3070,710.9,1,1,5,2,681.95,105.3,3551.398,3750,
,3071,251.4,3,        .   ,        .   ,        .   ,242.5,544.75,17782.064,18000,
,3072,671.5,        .   ,1,5,2,642.95,144.3,4814.331,5000,
,3073,253.2,1,1,6,2,244.3,542.95,17723.775,17750,
,3074,711.4,1.4,2,5,2,682.45,104.8,3535.206,3750,
,3075,664.5,3,3,        .   ,        .   ,636.3,150.95,5029.677,5250,
,3076,670.1,1,1,5,2,641.55,145.7,4859.667,5000,
,3077,711.4,        .   ,        .   ,        .   ,        .   ,682.45,104.8,3535.206,3750,3
,3078,250,1,        .   ,        .   ,        .   ,241.05,546.2,17829.019,18000,
,3079,669.7,1,1,5,2,641.15,146.1,4872.62,5000,
,3080,193.8,1,1,        .   ,        .   ,185.05,602.2,19642.462,19750,
,3081,247.4,1,2,6,3,238.45,548.8,17913.215,18000,
,3082,173.4,1,        .   ,        .   ,        .   ,167.85,619.4,20199.448,20250,
,3083,711.2,1,2,5,2,682.25,105,3541.683,3750,3
,3084,173.8,        .   ,1,        .   ,        .   ,168.25,619,20186.495,20250,
,3085,711.1,0,1,4,1,682.15,105.1,3544.921,3750,
,3086,711.4,1,1,5,2,682.45,104.8,3535.206,3750,
,3087,759.9,1,1,        .   ,        .   ,729.7,57.55,2005.114,2250,
,3088,760.8,1,        .   ,        .   ,        .   ,730.6,56.65,1975.97,2000,
,3089,760.7,1,        .   ,        .   ,        .   ,730.5,56.75,1979.208,2000,
,3090,123.8,1,1,5,1,123.25,664,21643.725,21750,
,3091.1,246.4,1,0,5,2,237.45,549.8,17945.598,18000,
,3091.2,246.4,        .   ,2,5,3,237.45,549.8,17945.598,18000,
,3092,246,1,        .   ,        .   ,        .   ,237.05,550.2,17958.551,18000,
,3093,169.7,1,2,5,3,164.25,623,20316.026,20500,
,3094,673.7,        .   ,        .   ,        .   ,        .   ,645.25,142,4739.85,4750,
,3095,664.5,3,3,5,2,636.3,150.95,5029.677,5250,
,3096,673.2,        .   ,        .   ,        .   ,        .   ,644.75,142.5,4756.042,5000,
,3097,241.4,1,        .   ,        .   ,        .   ,232.45,554.8,18107.512,18250,
,3098,169.3,1,        .   ,        .   ,        .   ,163.85,623.4,20328.979,20500,
,3099,168.3,1,3,5,3,162.85,624.4,20361.362,20500,
,3100,168.8,2.4,        .   ,        .   ,        .   ,163.35,623.9,20345.171,20500,
,3101,674.4,        .   ,        .   ,        .   ,        .   ,645.95,141.3,4717.182,4750,
,3102,660.6,,,,,,,,,3
,3103,171.1,1,0,5,2,165.65,621.6,20270.69,20500,
,3104,711.4,1,        .   ,        .   ,        .   ,682.45,104.8,3535.206,3750,
,3105,170,2.2,        .   ,5,2,164.55,622.7,20306.311,20500,
,3106,241.4,        .   ,        .   ,        .   ,        .   ,232.45,554.8,18107.512,18250,
,3107,174,1,        .   ,        .   ,        .   ,168.45,618.8,20180.018,20250,
,3108,247.8,1,1,4,1,238.85,548.4,17900.262,18000,
,3109,711.1,1,1,        .   ,        .   ,682.15,105.1,3544.921,3750,
,3110,174.2,1,        .   ,        .   ,        .   ,168.65,618.6,20173.541,20250,
,3111,249.4,3,1,6,2,240.45,546.8,17848.449,18000,
,3112,712.4,1,1,4,1,683.45,103.8,3502.824,3750,3
,3113,712.5,1.4,1,5,2,683.55,103.7,3499.585,3500,3
,3114,674.3,1,0,4,1,645.85,141.4,4720.421,4750,
,3115,176.3,1,1,5,2,170.75,616.5,20105.537,20250,
,3116,250.9,1,1,5,2,241.95,545.3,17799.875,18000,
,3117,175.1,1,1,5,3,169.55,617.7,20144.397,20250,
,3118,713.7,0,2,6,3,684.75,102.5,3460.726,3500,
,3119,673.9,1,1,5,2,645.45,141.8,4733.374,4750,
,3120,245.4,1,1,5,3,236.45,550.8,17977.981,18000,
,3121,674.4,0,1,6,        .   ,645.95,141.3,4717.182,4750,
,3122,247.5,1,1,5,2,238.55,548.7,17909.977,18000,3
,3123,674.2,        .   ,1,        .   ,        .   ,645.75,141.5,4723.659,4750,
,3124,232.2,0,1,5,2,223.25,564,18405.435,18500,
,3125,234.4,0,0,4,1,225.45,561.8,18334.193,18500,
,3126,232.7,        .   ,        .   ,        .   ,        .   ,223.75,563.5,18389.244,18500,3
,3127,671.3,1,        .   ,        .   ,        .   ,642.75,144.5,4820.808,5000,
,3128,763,1,1,4,        .   ,732.8,54.45,1904.727,2000,
,3129,763,        .   ,        .   ,        .   ,        .   ,732.8,54.45,1904.727,2000,
,3130,762.9,        .   ,        .   ,        .   ,        .   ,732.7,54.55,1907.966,2000,
,3131,247.3,1,1,5,2,238.35,548.9,17916.453,18000,2
,3132,246.1,1,1,4,1,237.15,550.1,17955.313,18000,
,3133,666.5,3,3,6,5,638.3,148.95,4964.912,5000,
,3134,245.6,        .   ,1,4,1,236.65,550.6,17971.504,18000,
,3135,706,        .   ,1,5,2,678.05,109.2,3677.691,3750,
,3136,762.2,0,1,6,        .   ,732,55.25,1930.634,2000,
,3137,230.3,        .   ,        .   ,        .   ,        .   ,221.35,565.9,18466.962,18500,3
,3138,247.9,1,1,5,1,238.95,548.3,17897.023,18000,
,3139.1,712.1,1,1,4,1,683.15,104.1,3512.538,3750,
,3139.2,712.1,1,1,5,2,683.15,104.1,3512.538,3750,
,3140,707,1,1,7,4,679.05,108.2,3645.308,3750,
,3141,671.2,1,1,6,2,642.65,144.6,4824.046,5000,
,3142,707,1,2,6,3,679.05,108.2,3645.308,3750,
,3143,763.2,1,0,5,2,733,54.25,1898.251,2000,
,3144,231.2,1,1,5,2,222.25,565,18437.818,18500,
,3145,249.3,1,1,4,1,240.35,546.9,17851.687,18000,
,3146,234.6,        .   ,        .   ,        .   ,        .   ,225.65,561.6,18327.716,18500,
,3147,710.6,        .   ,1,6,2,681.65,105.6,3561.113,3750,
,3148,711.3,1,        .   ,        .   ,        .   ,682.35,104.9,3538.445,3750,3
,3149,247.8,1,1,5,3,238.85,548.4,17900.262,18000,
